antecedents,consequents,antecedent support,consequent support,support,confidence,lift
"frozenset({'Cooktop', 'Toaster', 'Microwave', 'Seat', 'Toilet'})",frozenset({'Cupboard'}),0.277777778,0.666666667,0.277777778,1,1.5
"frozenset({'Microwave', 'Cupboard', 'Cooktop', 'Toaster'})","frozenset({'Seat', 'Toilet'})",0.305555556,0.888888889,0.277777778,0.909090909,1.022727273
"frozenset({'Cupboard', 'Cooktop', 'Seat', 'Toaster'})","frozenset({'Microwave', 'Toilet'})",0.305555556,0.555555556,0.277777778,0.909090909,1.636363636
"frozenset({'Cupboard', 'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Microwave', 'Seat'})",0.277777778,0.583333333,0.277777778,1,1.714285714
"frozenset({'Microwave', 'Cupboard', 'Cooktop', 'Seat'})","frozenset({'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Microwave', 'Cupboard', 'Cooktop', 'Toilet'})","frozenset({'Seat', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cupboard', 'Cooktop', 'Seat', 'Toilet'})","frozenset({'Microwave', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Microwave', 'Cooktop', 'Seat', 'Toaster'})","frozenset({'Cupboard', 'Toilet'})",0.305555556,0.638888889,0.277777778,0.909090909,1.422924901
"frozenset({'Microwave', 'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Cupboard', 'Seat'})",0.277777778,0.666666667,0.277777778,1,1.5
"frozenset({'Cooktop', 'Seat', 'Toaster', 'Toilet'})","frozenset({'Microwave', 'Cupboard'})",0.277777778,0.555555556,0.277777778,1,1.8
"frozenset({'Microwave', 'Cooktop', 'Seat', 'Toilet'})","frozenset({'Cupboard', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cupboard', 'Cooktop', 'Toaster'})","frozenset({'Microwave', 'Seat', 'Toilet'})",0.305555556,0.555555556,0.277777778,0.909090909,1.636363636
"frozenset({'Microwave', 'Cupboard', 'Cooktop'})","frozenset({'Toilet', 'Seat', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cupboard', 'Cooktop', 'Seat'})","frozenset({'Microwave', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cupboard', 'Cooktop', 'Toilet'})","frozenset({'Microwave', 'Seat', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Microwave', 'Cooktop', 'Toaster'})","frozenset({'Cupboard', 'Seat', 'Toilet'})",0.305555556,0.638888889,0.277777778,0.909090909,1.422924901
"frozenset({'Cooktop', 'Seat', 'Toaster'})","frozenset({'Microwave', 'Cupboard', 'Toilet'})",0.305555556,0.527777778,0.277777778,0.909090909,1.722488038
"frozenset({'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Microwave', 'Cupboard', 'Seat'})",0.277777778,0.555555556,0.277777778,1,1.8
"frozenset({'Microwave', 'Cooktop', 'Seat'})","frozenset({'Cupboard', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Microwave', 'Cooktop', 'Toilet'})","frozenset({'Cupboard', 'Seat', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cooktop', 'Seat', 'Toilet'})","frozenset({'Microwave', 'Cupboard', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cupboard', 'Cooktop'})","frozenset({'Microwave', 'Toilet', 'Seat', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cooktop', 'Toaster'})","frozenset({'Microwave', 'Cupboard', 'Seat', 'Toilet'})",0.305555556,0.527777778,0.277777778,0.909090909,1.722488038
"frozenset({'Microwave', 'Cooktop'})","frozenset({'Cupboard', 'Toilet', 'Seat', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cooktop', 'Seat'})","frozenset({'Microwave', 'Cupboard', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cooktop', 'Toilet'})","frozenset({'Microwave', 'Cupboard', 'Seat', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
frozenset({'Cooktop'}),"frozenset({'Cupboard', 'Toaster', 'Microwave', 'Seat', 'Toilet'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cupboard', 'Cooktop', 'Toaster', 'Microwave', 'Shower'})",frozenset({'Toilet'}),0.305555556,0.916666667,0.277777778,0.909090909,0.991735537
"frozenset({'Cupboard', 'Cooktop', 'Toaster', 'Microwave', 'Toilet'})",frozenset({'Shower'}),0.277777778,0.694444444,0.277777778,1,1.44
"frozenset({'Cupboard', 'Cooktop', 'Toaster', 'Shower', 'Toilet'})",frozenset({'Microwave'}),0.277777778,0.583333333,0.277777778,1,1.714285714
"frozenset({'Cupboard', 'Cooktop', 'Microwave', 'Shower', 'Toilet'})",frozenset({'Toaster'}),0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cooktop', 'Toaster', 'Microwave', 'Shower', 'Toilet'})",frozenset({'Cupboard'}),0.277777778,0.666666667,0.277777778,1,1.5
"frozenset({'Microwave', 'Cupboard', 'Cooktop', 'Toaster'})","frozenset({'Shower', 'Toilet'})",0.305555556,0.666666667,0.277777778,0.909090909,1.363636364
"frozenset({'Shower', 'Cupboard', 'Cooktop', 'Toaster'})","frozenset({'Microwave', 'Toilet'})",0.305555556,0.555555556,0.277777778,0.909090909,1.636363636
"frozenset({'Cupboard', 'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Microwave', 'Shower'})",0.277777778,0.555555556,0.277777778,1,1.8
"frozenset({'Microwave', 'Cupboard', 'Cooktop', 'Shower'})","frozenset({'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Microwave', 'Cupboard', 'Cooktop', 'Toilet'})","frozenset({'Shower', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Shower', 'Cupboard', 'Cooktop', 'Toilet'})","frozenset({'Microwave', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Microwave', 'Cooktop', 'Shower', 'Toaster'})","frozenset({'Cupboard', 'Toilet'})",0.305555556,0.638888889,0.277777778,0.909090909,1.422924901
"frozenset({'Microwave', 'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Shower', 'Cupboard'})",0.277777778,0.555555556,0.277777778,1,1.8
"frozenset({'Shower', 'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Microwave', 'Cupboard'})",0.277777778,0.555555556,0.277777778,1,1.8
"frozenset({'Microwave', 'Cooktop', 'Shower', 'Toilet'})","frozenset({'Cupboard', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cupboard', 'Cooktop', 'Toaster'})","frozenset({'Microwave', 'Shower', 'Toilet'})",0.305555556,0.527777778,0.277777778,0.909090909,1.722488038
"frozenset({'Microwave', 'Cupboard', 'Cooktop'})","frozenset({'Shower', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Shower', 'Cupboard', 'Cooktop'})","frozenset({'Microwave', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cupboard', 'Cooktop', 'Toilet'})","frozenset({'Microwave', 'Shower', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Microwave', 'Cooktop', 'Toaster'})","frozenset({'Shower', 'Cupboard', 'Toilet'})",0.305555556,0.527777778,0.277777778,0.909090909,1.722488038
"frozenset({'Shower', 'Cooktop', 'Toaster'})","frozenset({'Microwave', 'Cupboard', 'Toilet'})",0.305555556,0.527777778,0.277777778,0.909090909,1.722488038
"frozenset({'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Microwave', 'Cupboard', 'Shower'})",0.277777778,0.527777778,0.277777778,1,1.894736842
"frozenset({'Microwave', 'Cooktop', 'Shower'})","frozenset({'Cupboard', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Microwave', 'Cooktop', 'Toilet'})","frozenset({'Shower', 'Cupboard', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Shower', 'Cooktop', 'Toilet'})","frozenset({'Microwave', 'Cupboard', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cupboard', 'Cooktop'})","frozenset({'Microwave', 'Shower', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cooktop', 'Toaster'})","frozenset({'Microwave', 'Cupboard', 'Shower', 'Toilet'})",0.305555556,0.5,0.277777778,0.909090909,1.818181818
"frozenset({'Microwave', 'Cooktop'})","frozenset({'Shower', 'Cupboard', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Shower', 'Cooktop'})","frozenset({'Microwave', 'Cupboard', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cooktop', 'Toilet'})","frozenset({'Microwave', 'Cupboard', 'Shower', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
frozenset({'Cooktop'}),"frozenset({'Cupboard', 'Toaster', 'Microwave', 'Shower', 'Toilet'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cupboard', 'Cooktop', 'Toaster', 'Shower', 'Seat'})",frozenset({'Toilet'}),0.305555556,0.916666667,0.277777778,0.909090909,0.991735537
"frozenset({'Cupboard', 'Cooktop', 'Toaster', 'Shower', 'Toilet'})",frozenset({'Seat'}),0.277777778,0.916666667,0.277777778,1,1.090909091
"frozenset({'Cupboard', 'Cooktop', 'Toaster', 'Seat', 'Toilet'})",frozenset({'Shower'}),0.277777778,0.694444444,0.277777778,1,1.44
"frozenset({'Cupboard', 'Cooktop', 'Shower', 'Seat', 'Toilet'})",frozenset({'Toaster'}),0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cooktop', 'Toaster', 'Shower', 'Seat', 'Toilet'})",frozenset({'Cupboard'}),0.277777778,0.666666667,0.277777778,1,1.5
"frozenset({'Shower', 'Cupboard', 'Cooktop', 'Toaster'})","frozenset({'Seat', 'Toilet'})",0.305555556,0.888888889,0.277777778,0.909090909,1.022727273
"frozenset({'Cupboard', 'Cooktop', 'Seat', 'Toaster'})","frozenset({'Shower', 'Toilet'})",0.305555556,0.666666667,0.277777778,0.909090909,1.363636364
"frozenset({'Cupboard', 'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Shower', 'Seat'})",0.277777778,0.666666667,0.277777778,1,1.5
"frozenset({'Shower', 'Cupboard', 'Cooktop', 'Seat'})","frozenset({'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Shower', 'Cupboard', 'Cooktop', 'Toilet'})","frozenset({'Seat', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cupboard', 'Cooktop', 'Seat', 'Toilet'})","frozenset({'Shower', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Shower', 'Cooktop', 'Seat', 'Toaster'})","frozenset({'Cupboard', 'Toilet'})",0.305555556,0.638888889,0.277777778,0.909090909,1.422924901
"frozenset({'Shower', 'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Cupboard', 'Seat'})",0.277777778,0.666666667,0.277777778,1,1.5
"frozenset({'Cooktop', 'Seat', 'Toaster', 'Toilet'})","frozenset({'Shower', 'Cupboard'})",0.277777778,0.555555556,0.277777778,1,1.8
"frozenset({'Shower', 'Cooktop', 'Seat', 'Toilet'})","frozenset({'Cupboard', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cupboard', 'Cooktop', 'Toaster'})","frozenset({'Shower', 'Seat', 'Toilet'})",0.305555556,0.638888889,0.277777778,0.909090909,1.422924901
"frozenset({'Shower', 'Cupboard', 'Cooktop'})","frozenset({'Toilet', 'Seat', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cupboard', 'Cooktop', 'Seat'})","frozenset({'Shower', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cupboard', 'Cooktop', 'Toilet'})","frozenset({'Shower', 'Seat', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Shower', 'Cooktop', 'Toaster'})","frozenset({'Cupboard', 'Seat', 'Toilet'})",0.305555556,0.638888889,0.277777778,0.909090909,1.422924901
"frozenset({'Cooktop', 'Seat', 'Toaster'})","frozenset({'Shower', 'Cupboard', 'Toilet'})",0.305555556,0.527777778,0.277777778,0.909090909,1.722488038
"frozenset({'Cooktop', 'Toilet', 'Toaster'})","frozenset({'Shower', 'Cupboard', 'Seat'})",0.277777778,0.555555556,0.277777778,1,1.8
"frozenset({'Shower', 'Cooktop', 'Seat'})","frozenset({'Cupboard', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Shower', 'Cooktop', 'Toilet'})","frozenset({'Cupboard', 'Seat', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cooktop', 'Seat', 'Toilet'})","frozenset({'Shower', 'Cupboard', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
"frozenset({'Cupboard', 'Cooktop'})","frozenset({'Shower', 'Toilet', 'Seat', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cooktop', 'Toaster'})","frozenset({'Shower', 'Cupboard', 'Seat', 'Toilet'})",0.305555556,0.527777778,0.277777778,0.909090909,1.722488038
"frozenset({'Shower', 'Cooktop'})","frozenset({'Cupboard', 'Toilet', 'Seat', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cooktop', 'Seat'})","frozenset({'Shower', 'Cupboard', 'Toilet', 'Toaster'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Cooktop', 'Toilet'})","frozenset({'Shower', 'Cupboard', 'Seat', 'Toaster'})",0.277777778,0.361111111,0.277777778,1,2.769230769
frozenset({'Cooktop'}),"frozenset({'Cupboard', 'Toaster', 'Shower', 'Seat', 'Toilet'})",0.305555556,0.333333333,0.277777778,0.909090909,2.727272727
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Shower', 'Microwave'})",frozenset({'Seat'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave', 'Seat'})",frozenset({'Shower'}),0.222222222,0.694444444,0.222222222,1,1.44
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Shower', 'Seat'})",frozenset({'Microwave'}),0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Microwave', 'Seat'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave'})","frozenset({'Shower', 'Seat'})",0.222222222,0.666666667,0.222222222,1,1.5
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Fridge'})","frozenset({'Microwave', 'Seat'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Seat', 'Fridge'})","frozenset({'Microwave', 'Shower'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Microwave'})","frozenset({'Seat', 'Fridge'})",0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Seat', 'Microwave'})","frozenset({'Shower', 'Fridge'})",0.222222222,0.694444444,0.222222222,1,1.44
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Seat'})","frozenset({'Microwave', 'Fridge'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Fridge'})","frozenset({'Microwave', 'Shower', 'Seat'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Microwave'})","frozenset({'Shower', 'Seat', 'Fridge'})",0.222222222,0.666666667,0.222222222,1,1.5
"frozenset({'Maindoor', 'Cooktop', 'Shower'})","frozenset({'Microwave', 'Seat', 'Fridge'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Seat'})","frozenset({'Microwave', 'Shower', 'Fridge'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop'})","frozenset({'Microwave', 'Shower', 'Seat', 'Fridge'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster', 'Microwave'})",frozenset({'Seat'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster', 'Seat'})",frozenset({'Microwave'}),0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave', 'Seat'})",frozenset({'Toaster'}),0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Toaster', 'Microwave', 'Seat'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster'})","frozenset({'Microwave', 'Seat'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave'})","frozenset({'Seat', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Seat', 'Fridge'})","frozenset({'Microwave', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Toaster', 'Microwave'})","frozenset({'Seat', 'Fridge'})",0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Seat', 'Toaster'})","frozenset({'Microwave', 'Fridge'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Seat', 'Microwave'})","frozenset({'Fridge', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Fridge'})","frozenset({'Microwave', 'Seat', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Toaster'})","frozenset({'Microwave', 'Seat', 'Fridge'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Microwave'})","frozenset({'Seat', 'Fridge', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Seat'})","frozenset({'Microwave', 'Fridge', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop'})","frozenset({'Microwave', 'Seat', 'Fridge', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave', 'Seat'})",frozenset({'Toilet'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave', 'Toilet'})",frozenset({'Seat'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Seat', 'Toilet'})",frozenset({'Microwave'}),0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Microwave', 'Seat', 'Toilet'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave'})","frozenset({'Seat', 'Toilet'})",0.222222222,0.888888889,0.222222222,1,1.125
"frozenset({'Maindoor', 'Cooktop', 'Seat', 'Fridge'})","frozenset({'Microwave', 'Toilet'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toilet'})","frozenset({'Microwave', 'Seat'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Seat', 'Microwave'})","frozenset({'Fridge', 'Toilet'})",0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Toilet', 'Microwave'})","frozenset({'Seat', 'Fridge'})",0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Seat', 'Toilet'})","frozenset({'Microwave', 'Fridge'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Fridge'})","frozenset({'Microwave', 'Seat', 'Toilet'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Microwave'})","frozenset({'Seat', 'Fridge', 'Toilet'})",0.222222222,0.888888889,0.222222222,1,1.125
"frozenset({'Maindoor', 'Cooktop', 'Seat'})","frozenset({'Microwave', 'Fridge', 'Toilet'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Toilet'})","frozenset({'Microwave', 'Seat', 'Fridge'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop'})","frozenset({'Microwave', 'Seat', 'Fridge', 'Toilet'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster', 'Shower'})",frozenset({'Microwave'}),0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster', 'Microwave'})",frozenset({'Shower'}),0.222222222,0.694444444,0.222222222,1,1.44
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Shower', 'Microwave'})",frozenset({'Toaster'}),0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Toaster', 'Shower', 'Microwave'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster'})","frozenset({'Shower', 'Microwave'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Fridge'})","frozenset({'Microwave', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave'})","frozenset({'Shower', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Toaster'})","frozenset({'Microwave', 'Fridge'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Toaster', 'Microwave'})","frozenset({'Shower', 'Fridge'})",0.222222222,0.694444444,0.222222222,1,1.44
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Microwave'})","frozenset({'Fridge', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Fridge'})","frozenset({'Shower', 'Toaster', 'Microwave'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Toaster'})","frozenset({'Shower', 'Fridge', 'Microwave'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Shower'})","frozenset({'Microwave', 'Fridge', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Microwave'})","frozenset({'Shower', 'Fridge', 'Toaster'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop'})","frozenset({'Shower', 'Fridge', 'Toaster', 'Microwave'})",0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Shower', 'Microwave'})",frozenset({'Toilet'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Shower', 'Toilet'})",frozenset({'Microwave'}),0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave', 'Toilet'})",frozenset({'Shower'}),0.222222222,0.694444444,0.222222222,1,1.44
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Microwave', 'Toilet'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Fridge'})","frozenset({'Microwave', 'Toilet'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave'})","frozenset({'Shower', 'Toilet'})",0.222222222,0.666666667,0.222222222,1,1.5
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toilet'})","frozenset({'Shower', 'Microwave'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Microwave'})","frozenset({'Fridge', 'Toilet'})",0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Shower', 'Toilet'})","frozenset({'Microwave', 'Fridge'})",0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Toilet', 'Microwave'})","frozenset({'Shower', 'Fridge'})",0.222222222,0.694444444,0.222222222,1,1.44
"frozenset({'Maindoor', 'Cooktop', 'Fridge'})","frozenset({'Shower', 'Toilet', 'Microwave'})",0.222222222,0.527777778,0.222222222,1,1.894736842
"frozenset({'Maindoor', 'Cooktop', 'Shower'})","frozenset({'Microwave', 'Fridge', 'Toilet'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop', 'Microwave'})","frozenset({'Shower', 'Fridge', 'Toilet'})",0.222222222,0.666666667,0.222222222,1,1.5
"frozenset({'Maindoor', 'Cooktop', 'Toilet'})","frozenset({'Shower', 'Fridge', 'Microwave'})",0.222222222,0.555555556,0.222222222,1,1.8
"frozenset({'Maindoor', 'Cooktop'})","frozenset({'Shower', 'Fridge', 'Toilet', 'Microwave'})",0.222222222,0.527777778,0.222222222,1,1.894736842
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster', 'Microwave'})",frozenset({'Toilet'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster', 'Toilet'})",frozenset({'Microwave'}),0.222222222,0.583333333,0.222222222,1,1.714285714
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Microwave', 'Toilet'})",frozenset({'Toaster'}),0.222222222,0.361111111,0.222222222,1,2.769230769
"frozenset({'Maindoor', 'Cooktop', 'Toaster', 'Microwave', 'Toilet'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Maindoor', 'Cooktop', 'Fridge', 'Toaster'})","frozenset({'Microwave', 'Toilet'})",0.222222222,0.555555556,0.222222222,1,1.8
